Indnum,Group,Activity,Units,Consumption,Quality_of_Life_Importance__1_10,solar_powered__water_heater,gas_water_heater,electric_water_heater___peak_hou,electric_water_heater___off_peak,gas,natural_gas,hybrid,electric___peak_hours,electric___off_peak_hours,jetfuel
859,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
859,5,trips using public ground transportation,bags,12,48,,,,,,,,,,
859,6,bags of garbage disposed,bags,21,46,,,,,,,,,,
859,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
859,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
859,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
859,6,large items disposed,items,2,12,,,,,,,,,,
860,1,Household heating => 70F,count,10,75,,,,,,1,,,,
860,1,Household heating < 70F,count,6,62,,,,1,,1,,,,
860,1,Use of heat pump,count,,48,,,,,,,,,,
860,1,Use of air conditioner,count,22,48,,,,,,,,,,
860,2,shower - short,count,6,94,,,,,,,,,,
860,2,shower - long (> 3 min),count,33,84,,,,1,,,,,,
860,2,bath,count,,18,,,,1,,,,,,
860,2,wash-up,count,38,34,,,,,,,,,,
860,3,use of dishwasher,count,,25,,,,,,,,,,
860,3,use of clothes washer,count,7,37,,1,,,,,,,,
860,3,use of clothes dryer,count,2,11,,,,,,,,,1,
860,3,use of cooking range,count,,,,,,,,,,,1,
860,3,use of  oven,count,8,33,,,,,1,,,,1,
860,3,use of self-clean feature of electric oven,count,4,15,1,,,1,,,,1,,
860,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
860,4,TV/computer use,count,62,21,,,,,,,,,,
860,5,air travel - large plane,miles,2264,50,,,,,,,,,,1
860,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
860,5,car trips- self only,miles,440,61,,,,,1,,,,,
860,5,car trips - driver and self,miles,18,20,,,,,1,,,,,
860,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
860,5,trips using public ground transportation,bags,17,51,,,,,,,,,,
860,6,bags of garbage disposed,bags,27,48,,,,,,,,,,
860,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
860,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
860,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
860,6,large items disposed,items,,18,,,,,,,,,,
861,1,Household heating => 70F,hours,6,61,,,1,,,1,,,,
861,1,Household heating < 70F,hours,4,80,,,,,,1,1,,,
861,1,Use of heat pump,hours,,53,,,,,,,,,,
861,1,Use of air conditioner,hours,25,43,,,,,,,,,,
861,2,shower - short,count,7,87,,1,,,,,,,,
861,2,shower - long (> 3 min),count,37,87,,,,,,,,,,
861,2,bath,count,,9,,,,,,,1,,,
861,2,wash-up,count,34,33,,,,1,,,,,,
861,3,use of dishwasher,count,,24,,,,,,,,,,
861,3,use of clothes washer,count,5,34,,,,,,,,,,
861,3,use of clothes dryer,count,3,12,,,,,,,,,,
861,3,use of cooking range,count,,,,,,,,,,,,
861,3,use of  oven,count,8,35,,,,1,,,,,,
861,3,use of self-clean feature of electric oven,count,3,14,,,,,,,,,,
861,3,Small kitchen appliance in the home,count,,,,,,,,,1,,,
861,4,TV/computer use,count,62,26,,,,,,,,,,
861,5,air travel - large plane,miles,2449,51,,,,,1,,,,,
861,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
861,5,car trips- self only,miles,456,45,,,,,1,,,,,
861,5,car trips - driver and self,miles,38,38,,,,,1,,,,,
861,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
861,5,trips using public ground transportation,bags,15,48,,,,,,,,,,
861,6,bags of garbage disposed,bags,26,41,,,,,,,,,,
861,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
861,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
861,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
861,6,large items disposed,items,,14,,,,,,,,,,
862,1,Household heating => 70F,count,3,62,,,,,,1,,,,
862,1,Household heating < 70F,count,9,71,,,,1,,1,,,,
862,1,Use of heat pump,count,,41,,,,,,,,,,
862,1,Use of air conditioner,count,20,38,,,,,1,,,,,
862,2,shower - short,count,4,83,,,,,,,,,,
862,2,shower - long (> 3 min),count,35,75,,,,,,,,,,
862,2,bath,count,,17,,,,,,,,,,
862,2,wash-up,count,39,26,,,,,,,,,,
862,3,use of dishwasher,count,,25,,,,,,,,,,
862,3,use of clothes washer,count,6,35,,,,,,,,,,
862,3,use of clothes dryer,count,2,16,,,,,,,,,1,
862,3,use of cooking range,count,,,,,,,,,,,1,
862,3,use of  oven,count,12,35,,,,,,,,,1,
862,3,use of self-clean feature of electric oven,count,2,18,,,,,,,,,,
862,3,Small kitchen appliance in the home,count,,,,1,,,,,,,,
862,4,TV/computer use,count,62,23,,,,,,,,,,
862,5,air travel - large plane,miles,2802,50,,,,,,,,,,1
862,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
862,5,car trips- self only,miles,368,58,,,,,1,,,,,
862,5,car trips - driver and self,miles,24,31,,,,,1,,,,,
862,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
862,5,trips using public ground transportation,bags,18,42,,,,,,,,,,
862,6,bags of garbage disposed,bags,22,48,,,,,,,,,,
862,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
862,6,bags of compost deposited (negative CF),bags,8,18,,,,,,,,,,
862,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
862,6,large items disposed,items,,14,,,,,,,,,,
863,1,Household heating => 70F,hours,1,89,,,,1,,1,,,,
863,1,Household heating < 70F,hours,4,90,,1,1,1,,1,,,,
863,1,Use of heat pump,hours,,40,,1,,,,,,,,
863,1,Use of air conditioner,hours,28,42,,,,,,,,,,
863,2,shower - short,count,3,83,,,,,,,,,,
863,2,shower - long (> 3 min),count,22,87,,,,,,,,,,
863,2,bath,count,,10,,,,,,,,,,
863,2,wash-up,count,35,28,,,,,,,,,,
863,3,use of dishwasher,count,,21,,,,,,,,,,
863,3,use of clothes washer,count,8,43,,,,,,,,,,
863,3,use of clothes dryer,count,1,16,,,1,,,,,,,
863,3,use of cooking range,count,,,,,,,,,,,,
863,3,use of  oven,count,10,34,,,,1,,,,,,
863,3,use of self-clean feature of electric oven,count,3,14,,1,,,,,,,,
863,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
863,4,TV/computer use,count,63,28,,,,,,,,,,
863,5,air travel - large plane,miles,2249,48,,,,,,,,,,
863,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
863,5,car trips- self only,miles,323,49,,,,,1,,,,,
863,5,car trips - driver and self,miles,20,38,,,,,1,,,,,
863,5,car trips - 2+ people with multiple end points,miles,25,,,,,,1,,,,,
863,5,trips using public ground transportation,bags,18,53,,,,,,,,,,
863,6,bags of garbage disposed,bags,26,42,,,,,,,,,,
863,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
863,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
863,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
863,6,large items disposed,items,1,13,,,,,,,,,,
864,1,Household heating => 70F,count,5,86,,,1,,,1,,1,,
864,1,Household heating < 70F,count,9,62,,,,,,1,,,,
864,1,Use of heat pump,count,,53,,,,1,,,,,,
864,1,Use of air conditioner,count,15,47,,,,,,,,,,
864,2,shower - short,count,2,94,,,,,,,,,,
864,2,shower - long (> 3 min),count,26,72,,,,,,,,,,
864,2,bath,count,,17,,,,,,,,,,
864,2,wash-up,count,54,40,,,,,,,,,,
864,3,use of dishwasher,count,,19,,,,,,,,,,
864,3,use of clothes washer,count,6,38,,,,,,,,,,
864,3,use of clothes dryer,count,1,19,,,,,,,,,1,
864,3,use of cooking range,count,,,,1,,,,,,,1,
864,3,use of  oven,count,12,33,,,,,,,,,1,
864,3,use of self-clean feature of electric oven,count,3,17,,,,,,,,,,
864,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
864,4,TV/computer use,count,64,31,,,,1,,,,,,
864,5,air travel - large plane,miles,2932,41,,,,,1,,,,,
864,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
864,5,car trips- self only,miles,278,59,,,,,1,,,,,
864,5,car trips - driver and self,miles,32,39,,,,,1,,,,,
864,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
864,5,trips using public ground transportation,bags,16,48,,,,,,,,,,
864,6,bags of garbage disposed,bags,23,43,,,,,,,,,,
864,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
864,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
864,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
864,6,large items disposed,items,1,19,,,,,,,,,,
865,1,Household heating => 70F,hours,6,70,,1,,1,,1,,,,
865,1,Household heating < 70F,hours,9,76,,,,,,1,,,,
865,1,Use of heat pump,hours,,50,,,,,,,,,,
865,1,Use of air conditioner,hours,26,48,,,,,,,,,,
865,2,shower - short,count,4,90,,,,,,,,,,
865,2,shower - long (> 3 min),count,34,83,,,,1,,,,,,
865,2,bath,count,,22,,,,,,,,,,
865,2,wash-up,count,37,32,,,,,,,,,,
865,3,use of dishwasher,count,,24,,,1,,,,,,,
865,3,use of clothes washer,count,2,35,1,,,,,,,,,
865,3,use of clothes dryer,count,4,15,,,,,,,,,,
865,3,use of cooking range,count,,,,,,,,,,,,
865,3,use of  oven,count,10,37,,,,,,,,,,
865,3,use of self-clean feature of electric oven,count,2,12,,,,,,,,,,
865,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
865,4,TV/computer use,count,64,24,,,,,,,,,,
865,5,air travel - large plane,miles,3045,51,,,,,,,,,,1
865,5,air travel - small  plane (<50 seats),miles,,,,,,,1,,,,,
865,5,car trips- self only,miles,422,60,,,,,1,,,,,
865,5,car trips - driver and self,miles,16,27,,,,,1,,,,,
865,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
865,5,trips using public ground transportation,bags,13,50,,,,,,,,,,
865,6,bags of garbage disposed,bags,17,51,,,,,,,,,,
865,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
865,6,bags of compost deposited (negative CF),bags,6,13,,,,,,,,,,
865,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
865,6,large items disposed,items,2,16,,,,,,,,,,
866,1,Household heating => 70F,count,7,70,,,1,,,1,,,,
866,1,Household heating < 70F,count,3,84,,,,1,,1,,,,
866,1,Use of heat pump,count,,45,,,,,,,,,,
866,1,Use of air conditioner,count,27,52,,,,,,,,,,
866,2,shower - short,count,6,83,,,,,,,,,,
866,2,shower - long (> 3 min),count,11,86,,1,,,,,,,,
866,2,bath,count,,22,,,,,,,,,,
866,2,wash-up,count,38,34,,,,,,,,,,
866,3,use of dishwasher,count,,25,,,,,,,,,,
866,3,use of clothes washer,count,3,42,,,,,,,,,,
866,3,use of clothes dryer,count,4,20,,,,,,,,,1,
866,3,use of cooking range,count,8,,,,,,,,,,1,
866,3,use of  oven,count,10,37,,,,,,,,,1,
866,3,use of self-clean feature of electric oven,count,3,11,,,1,,,,,,,
866,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
866,4,TV/computer use,count,62,26,,,,,,,,,,
866,5,air travel - large plane,miles,3550,41,,,,,,,,,,
866,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
866,5,car trips- self only,miles,276,53,,,,,1,,,,,
866,5,car trips - driver and self,miles,28,23,,,,,1,,,,,
866,5,car trips - 2+ people with multiple end points,miles,16,,,,,,1,,,,,
866,5,trips using public ground transportation,bags,13,51,,,,,,,,,,
866,6,bags of garbage disposed,bags,18,44,,,,,,,,,,
866,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
866,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
866,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
866,6,large items disposed,items,1,18,,,,,,,,,,
867,1,Household heating => 70F,hours,6,86,,,1,,,1,,,,
867,1,Household heating < 70F,hours,7,88,,,,,,1,,,,
867,1,Use of heat pump,hours,,49,,,,,,,,,,
867,1,Use of air conditioner,hours,14,57,,,,,,,,,,
867,2,shower - short,count,6,89,,1,1,,,,,,,
867,2,shower - long (> 3 min),count,30,85,,,,,,,,,,
867,2,bath,count,,9,,,,,,,,,,
867,2,wash-up,count,46,34,,1,,,,,,,,
867,3,use of dishwasher,count,,24,1,,,,,,,,,
867,3,use of clothes washer,count,8,27,,,,,,,,,,
867,3,use of clothes dryer,count,3,21,,,,,,,,,,
867,3,use of cooking range,count,,,,,,,1,,,,,
867,3,use of  oven,count,10,38,,,,,,,,,,
867,3,use of self-clean feature of electric oven,count,2,17,,,,,,,,,,
867,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
867,4,TV/computer use,count,61,26,,,,,,,,,,
867,5,air travel - large plane,miles,2867,50,,,,,,,,,,
867,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
867,5,car trips- self only,miles,390,59,,,,,1,,,,,
867,5,car trips - driver and self,miles,21,24,,,,,1,,,,,
867,5,car trips - 2+ people with multiple end points,miles,17,,,,,,1,,,,,
867,5,trips using public ground transportation,bags,12,57,,,,,,,,,,
867,6,bags of garbage disposed,bags,19,47,,,,,,,,,,
867,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
867,6,bags of compost deposited (negative CF),bags,2,4,,,,,,,,,,
867,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
867,6,large items disposed,items,1,15,,,,,,,,,,
868,1,Household heating => 70F,count,4,77,1,,,,,1,,,,
868,1,Household heating < 70F,count,2,92,1,,,,,1,,,,
868,1,Use of heat pump,count,,41,,,,,,,,,,
868,1,Use of air conditioner,count,22,38,1,,,,,,,,,
868,2,shower - short,count,8,84,,,1,,,,,,,
868,2,shower - long (> 3 min),count,11,89,,,,,,,,,,
868,2,bath,count,,22,,,,,,,,,,
868,2,wash-up,count,44,33,,,,,,,,,,
868,3,use of dishwasher,count,,19,,,1,1,,,,,,
868,3,use of clothes washer,count,3,36,,,,,,,,,,
868,3,use of clothes dryer,count,3,16,,,,,,,,,1,
868,3,use of cooking range,count,,,,,,,,,,,1,
868,3,use of  oven,count,9,34,,,,,,,,,1,
868,3,use of self-clean feature of electric oven,count,3,18,,,,,,,,,,
868,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
868,4,TV/computer use,count,60,30,,,,,,,,,,
868,5,air travel - large plane,miles,3479,45,,,,,,,,,,
868,5,air travel - small  plane (<50 seats),miles,615,30,,,,,,,,,,
868,5,car trips- self only,miles,386,49,,,,,1,,,,,
868,5,car trips - driver and self,miles,31,38,,,,,1,,,,,
868,5,car trips - 2+ people with multiple end points,miles,24,,,,,,1,,,,,
868,5,trips using public ground transportation,bags,18,45,,,,,,,,,,
868,6,bags of garbage disposed,bags,21,45,,,,,,,,,,
868,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
868,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
868,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
868,6,large items disposed,items,2,19,,,,,,,,,,
869,1,Household heating => 70F,hours,2,77,,,,,,1,,,,
869,1,Household heating < 70F,hours,4,62,,,,,,1,,,,
869,1,Use of heat pump,hours,,47,,1,,,,,,,,
869,1,Use of air conditioner,hours,26,54,,,,,,,,,,
869,2,shower - short,count,5,98,,,,,,,,,,
869,2,shower - long (> 3 min),count,10,85,,,,,,,,,,
869,2,bath,count,,22,,,,,,,,,,
869,2,wash-up,count,44,37,1,,,1,,,,,,
869,3,use of dishwasher,count,,21,,,,,,,,,,
869,3,use of clothes washer,count,2,30,,,,,,,,,,
869,3,use of clothes dryer,count,2,14,,,,,,,,,,
869,3,use of cooking range,count,,,,,,,,,,,,
869,3,use of  oven,count,11,34,,,,,,,,1,,
869,3,use of self-clean feature of electric oven,count,3,15,,,,,,,,,,
869,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
869,4,TV/computer use,count,58,29,,1,,,,,,,,
869,5,air travel - large plane,miles,3628,44,,,,,,,,,,1
869,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
869,5,car trips- self only,miles,420,54,,,,,1,,,,,
869,5,car trips - driver and self,miles,10,25,,,,,1,,,,,
869,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
869,5,trips using public ground transportation,bags,17,46,,,,,,,,,,
869,6,bags of garbage disposed,bags,27,50,,,,,,,,,,
869,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
869,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
869,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
869,6,large items disposed,items,2,15,,,,,,,,,,
870,1,Household heating => 70F,count,8,68,,,,,,1,,,,
870,1,Household heating < 70F,count,7,74,,,,,,1,,,,
870,1,Use of heat pump,count,,49,,1,,,,,,,,
870,1,Use of air conditioner,count,17,52,,,,,,,,,,
870,2,shower - short,count,4,98,,,,,,,,,,
870,2,shower - long (> 3 min),count,19,76,,,,,,,,,,
870,2,bath,count,,21,,,,,,,,,,
870,2,wash-up,count,47,30,,,,1,,,,,,
870,3,use of dishwasher,count,,24,,,,,,,,,,
870,3,use of clothes washer,count,8,29,,,,,,,,,,
870,3,use of clothes dryer,count,2,19,,,,,,,,,1,
870,3,use of cooking range,count,,,1,,,,,,,,1,
870,3,use of  oven,count,10,39,,,,,,,,,1,
870,3,use of self-clean feature of electric oven,count,1,12,,1,,,,,,,,
870,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
870,4,TV/computer use,count,59,26,,,,,,,,,,
870,5,air travel - large plane,miles,3261,50,,,,,,,,,,
870,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
870,5,car trips- self only,miles,298,42,,,,,1,,,,,
870,5,car trips - driver and self,miles,39,21,,,,,1,,,,,
870,5,car trips - 2+ people with multiple end points,miles,21,,,,,,1,,,,,
870,5,trips using public ground transportation,bags,17,58,,,,,,,,,,
870,6,bags of garbage disposed,bags,21,47,,,,,,,,,,
870,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
870,6,bags of compost deposited (negative CF),bags,2,4,,,,,,,,,,
870,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
870,6,large items disposed,items,1,17,,,,,,,,,,
871,1,Household heating => 70F,hours,3,83,,,,1,,1,,,,
871,1,Household heating < 70F,hours,2,74,,1,,,,1,,,,
871,1,Use of heat pump,hours,,42,,,,,,,,,,
871,1,Use of air conditioner,hours,18,53,,,,,,,,,,
871,2,shower - short,count,4,90,,,1,,,,,,,
871,2,shower - long (> 3 min),count,19,78,,,,,,,,,,
871,2,bath,count,,19,,,,,,,,,,
871,2,wash-up,count,44,29,,,,,,,,,,
871,3,use of dishwasher,count,,25,1,,,1,,,,,,
871,3,use of clothes washer,count,6,32,,,,,,,,,,
871,3,use of clothes dryer,count,4,21,,,,,,,,,,
871,3,use of cooking range,count,,,,,,,,,,,,
871,3,use of  oven,count,11,33,1,,,,,,,,,
871,3,use of self-clean feature of electric oven,count,4,17,,,,,,,,,,
871,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
871,4,TV/computer use,count,58,27,,,,,,,,,,
871,5,air travel - large plane,miles,2329,45,,,,,,,,,,1
871,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
871,5,car trips- self only,miles,272,45,,,,,1,,,,,
871,5,car trips - driver and self,miles,22,26,,,,,1,,,,,
871,5,car trips - 2+ people with multiple end points,miles,21,,,,,,1,,,,,
871,5,trips using public ground transportation,bags,18,44,,,,,,,,,,
871,6,bags of garbage disposed,bags,23,42,,,,,,,,,,
871,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
871,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
871,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
871,6,large items disposed,items,1,16,,,,,,,,,,
872,1,Household heating => 70F,count,5,65,,,,,1,1,,,,
872,1,Household heating < 70F,count,10,84,,,,1,,1,,,,
872,1,Use of heat pump,count,,44,,1,,,,,,,,
872,1,Use of air conditioner,count,13,51,,,,,,,,,,
872,2,shower - short,count,5,86,,,,,,,,,,
872,2,shower - long (> 3 min),count,36,77,,1,,,,,,,,
872,2,bath,count,2,12,,,,,,,,,,
872,2,wash-up,count,51,30,1,,,,,,,,,
872,3,use of dishwasher,count,,25,,,,,,,,,,
872,3,use of clothes washer,count,7,46,,,,,,,,,,
872,3,use of clothes dryer,count,2,21,,,,,,,,,1,
872,3,use of cooking range,count,,,,,,,,,,,1,
872,3,use of  oven,count,10,32,,,,,,,,,1,
872,3,use of self-clean feature of electric oven,count,1,19,,,,,,,,,,
872,3,Small kitchen appliance in the home,count,,,,,,,1,,,,,
872,4,TV/computer use,count,61,25,,,,,,,,,,
872,5,air travel - large plane,miles,3831,44,,,,,,,,,,
872,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
872,5,car trips- self only,miles,267,57,,,,,1,,,,,
872,5,car trips - driver and self,miles,29,27,,,,,1,,,,,
872,5,car trips - 2+ people with multiple end points,miles,17,,,,,,1,,,,,
872,5,trips using public ground transportation,bags,17,44,,,,,,,,,,
872,6,bags of garbage disposed,bags,22,45,,,,,,,,,,
872,6,bags of recycling deposited (negative CF),bags,2,4,,,,,,,,,,
872,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
872,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
872,6,large items disposed,items,1,15,,,,,,,,,,
873,1,Household heating => 70F,hours,9,83,,,,,,1,,,,
873,1,Household heating < 70F,hours,7,87,1,,,,,1,,,,
873,1,Use of heat pump,hours,,44,1,,,,,,,,,
873,1,Use of air conditioner,hours,21,50,,,,,,,,,,
873,2,shower - short,count,6,87,,,,,,,,,,
873,2,shower - long (> 3 min),count,24,86,,,,,,,,,,
873,2,bath,count,,15,,,,,,,,,,
873,2,wash-up,count,52,37,,,,,,,,,,
873,3,use of dishwasher,count,,22,,,,,,,,,,
873,3,use of clothes washer,count,7,47,,1,,,,,,,,
873,3,use of clothes dryer,count,2,17,,,,,,,,1,,
873,3,use of cooking range,count,,,,1,,,,,,,,
873,3,use of  oven,count,10,36,,,,,,,,,,
873,3,use of self-clean feature of electric oven,count,1,14,,,,,,,,,,
873,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
873,4,TV/computer use,count,64,27,,,,,,,,,,
873,5,air travel - large plane,miles,3918,48,,,,,,,,,,
873,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
873,5,car trips- self only,miles,336,58,,,,,1,,,,,
873,5,car trips - driver and self,miles,37,27,,,,,1,,,,,
873,5,car trips - 2+ people with multiple end points,miles,26,,,,,,1,,,,,
873,5,trips using public ground transportation,bags,15,62,,,,,,,,,,
873,6,bags of garbage disposed,bags,19,46,,,,,,,,,,
873,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
873,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
873,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
873,6,large items disposed,items,2,13,,,,,,,,,,
874,1,Household heating => 70F,count,8,79,,,,,,1,,,,
